"importer_iso3c","exporter_iso3c","year","total_weight_t","protein_sum","fattyacids_sum","calcium_sum","zinc_sum","iron_sum","vita_sum","vitb12_sum","protein_norm","fattyacids_norm","calcium_norm","zinc_norm","iron_norm","vita_norm","vitb12_norm","shannon_diversity","norm_sum"
"BEL","PNG",2015,1.88099473624049,389210.497624547,11585.7455232026,161637.940191969,14336.102556865,30592.620141655,263183.871966447,128130.831665491,7784.20995249093,8275.5325165733,124.336877070745,1303.28205062409,1699.59000786972,292.426524407164,53387.8465272881,0.906526287764083,72867.2244563241
"BEL","PNG",2016,71.7480276177789,15657983.2963998,294417.159163701,5098364.73343472,467255.203528198,926689.761534892,10935289.1151597,3529357.69354784,313159.665927997,210297.970831215,3921.81902571901,42477.7457752907,51482.7645297162,12150.3212390663,1470565.70564493,0.975132605851655,2104055.99297394
"BEL","PNG",2017,3.58432047228116,742194.012787351,22187.1543335227,309230.7604896,27683.7778159824,59319.6957505925,494022.596954182,252067.192491707,14843.880255747,15847.9673810877,237.869815761231,2516.70707418022,3295.5386528107,548.913996615758,105027.996871545,0.895098748409882,142318.874047747
"BEL","PNG",2018,1.48273346469693,302784.117314534,10090.6558929338,134566.705882375,12113.780973848,26591.7003207681,193033.094854022,117054.369309504,6055.68234629068,7207.61135209559,103.51285067875,1101.25281580436,1477.31668448712,214.481216504469,48772.65387896,0.864565177499936,64932.511144821
"BEL","PNG",2019,1.64845880108847,331340.219018782,12215.0797160656,156603.586103404,14011.899809252,31320.7172206809,206057.350136059,140118.99809252,6626.80438037565,8725.05694004683,120.464297002619,1273.80907356836,1740.03984559338,228.952611262288,58382.9158718833,0.848794521157559,77098.0430197324
"BEL","PNG",2020,0.698128440368713,144090.408898289,4463.01829658582,61337.0060324404,5546.35429182171,12012.6023099114,93359.0721381404,52228.7047529826,2881.80817796577,3187.87021184701,47.1823123326464,504.214026529246,667.366794995076,103.732302375712,21761.9603137427,0.876136696948128,29154.1341397882
"CAN","FJI",2000,172.709983589672,35029453.4079547,945864.2145621,13477460.1443242,888010.309643384,1612575.15505011,32967154.5696,2479063.90519112,700589.068159095,675617.296115786,10367.2770340955,80728.2099675803,89587.5086138952,36630.171744,1032943.29382963,1.37247500108998,2626462.82546408
"CAN","FJI",2001,125.724687116927,24482302.5345841,828487.103162189,10682701.7946139,647695.014885449,1216460.81069203,24406378.1444842,1532715.5570165,489646.050691682,591776.502258707,8217.46291893375,58881.3649895862,67581.1561495572,27118.1979383157,638631.482090208,1.39354302184796,1881852.21703699
"CAN","FJI",2002,132.696145749527,28794207.8965889,584988.009543436,9351288.26226316,753076.212927816,1670793.05764536,23120791.848139,5331890.40121033,575884.157931777,417848.578245312,7193.29866327936,68461.4739025287,92821.8365358535,25689.7687201545,2221621.0005043,1.06315747952059,3409520.11450321
"CAN","FJI",2003,25.8177148227251,5245028.16036646,142873.560202515,2013127.88914809,131465.540802768,255904.001810057,4596430.36786459,435408.055893293,104900.563207329,102052.543001796,1548.5599147293,11951.4128002516,14216.8889894476,5107.14485318287,181420.023288872,1.34204581512803,421197.136055609
"CAN","FJI",2004,43.1560487278958,8769754.86917413,237743.37921364,3317638.53890108,217835.029076714,419793.840437996,7771661.23473956,682554.452076903,175395.097383483,169816.699438315,2552.02964530852,19803.1844615194,23321.8800243331,8635.17914971063,284397.688365376,1.35360543806508,683921.758468045
"CAN","FJI",2005,83.0701793750442,18424874.8307109,319804.45023682,5627471.11718912,507617.837060291,1099660.31508599,12564493.0732915,4035086.58619141,368497.496614218,228431.750169157,4328.82393629932,46147.0760963901,61092.2397269996,13960.5478592128,1681286.07757975,0.971691331949532,2403744.01198203
"CAN","FJI",2006,137.429061308824,29654242.4237875,666401.279457787,10598079.1688542,939260.319181212,1996381.55125595,22028838.7043267,7836504.17343657,593084.84847575,476000.913898419,8152.36859142634,85387.3017437465,110910.086180886,24476.4874492519,3265210.07226524,0.944618676018659,4563222.07860472
"CAN","FJI",2007,80.5446573283926,17208686.7649143,413099.332858351,6648011.76355056,569565.154753523,1177185.71435136,14672812.2689212,4614384.83254056,344173.735298286,295070.952041679,5113.8552027312,51778.6504321385,65399.2063528534,16303.1247432458,1922660.3468919,0.954976253396404,2700499.87096283
"CAN","FJI",2008,59.6350265300737,12934265.7184356,264273.430451828,4387773.72219926,397912.189395985,822962.543489694,9148152.17763943,3193205.19360585,258685.314368712,188766.73603702,3375.21055553789,36173.835399635,45720.141304983,10164.6135307105,1330502.16400244,0.954190240094803,1873388.01519904
"CAN","FJI",2009,54.0611917253154,11858026.1511087,218235.607652258,3750302.80991472,344989.950502172,714867.67936589,7922782.76757005,2708695.59316589,237160.523022174,155882.57689447,2884.84831531902,31362.7227729247,39714.8710758828,8803.09196396672,1128623.16381912,0.964959398457445,1604431.79786386
"CAN","FJI",2012,0.145344420064423,34155.9387151394,334.292166148173,5813.77680257692,581.377680257692,2034.82188090192,4360.33260193269,6540.49890289903,683.118774302788,238.780118677266,4.47213600198225,52.8525163870629,113.045660050107,4.84481400214743,2725.20787620793,0.901862935248393,3822.32189562928
"CAN","FJI",2017,0.247427724674602,46516.4122388252,1839.62513295567,22268.4952207142,1237.13862337301,2350.56338440872,49485.5449349204,1731.99407272221,930.328244776504,1314.01795211119,17.1296117082417,112.467147579365,130.586854689373,54.9839388165782,721.664196967587,1.3968142177516,3281.17794664884
"CAN","FJI",2018,0.567840789085435,106754.068348062,4221.89626685021,51105.6710176892,2839.20394542717,5394.48749631163,113568.157817087,3974.88552359804,2135.08136696124,3015.64019060729,39.3120546289917,258.109449584288,299.693749795091,126.186842018986,1656.20230149918,1.3968142177516,7530.22595509507
"CAN","FJI",2020,1.20007257459336,248388.749002548,5804.28851678593,88623.463646172,6000.3628729668,10528.4513956115,230322.980885057,15087.666505348,4967.77498005096,4145.92036913281,68.17189511244,545.487533906073,584.913966422864,255.914423205619,6286.52771056166,1.38644124153786,16854.7108783924
"CHE","PNG",2012,0.624227390293744,125469.705449043,4625.52496207664,59301.6020779057,5305.93281749682,11860.3204155811,78028.423786718,53059.3281749682,2509.39410898085,3303.94640148332,45.6166169830044,482.357528863348,658.906689754507,86.6982486519089,22108.0534062368,0.848794521157559,29194.9730009537
"CHE","PNG",2020,1.58844990517786,327001.79791064,10314.3319656915,140680.637649395,12706.7717118172,27613.6644701511,211049.92001029,120434.707838148,6540.03595821281,7367.37997549396,108.215875114919,1155.16106471065,1534.09247056395,234.499911122544,50181.1282658952,0.873253839498399,67120.513521114
"COL","FJI",2007,16.8680524714756,3612628.42438673,84800.3996437092,1380042.63277716,118252.964234949,242922.449773842,3082672.28280026,946079.049554163,72252.5684877347,60571.7140312209,1061.57125598243,10750.2694759045,13495.6916541023,3425.19142533362,394199.603980901,0.960365139397105,555756.61031118
"CRI","TON",2005,2.0458358461321,466365.526370696,5654.61805323712,114490.368764721,11025.3340096972,24867.6515142282,241926.006429853,86375.7968096394,9327.31052741392,4039.01289516937,88.0695144344008,1002.30309179066,1381.5361952349,268.806673810948,35989.9153373498,0.971972536012522,52096.9542352039
"CYP","PNG",2005,0.121665060988355,24454.6772586594,901.538101923711,11558.1807938937,1034.15301840102,2311.63615877875,15208.1326235444,10341.5301840102,489.093545173188,643.955787088365,8.89090830299515,94.0139107637291,128.424231043264,16.8979251372716,4308.97091000425,0.848794521157558,5690.24721751306
"CYP","PNG",2006,0.127013587946175,25529.7311771812,941.170686681157,12066.2908548866,1079.61549754249,2413.25817097733,15876.6984932719,10796.1549754249,510.594623543624,672.264776200827,9.28176219606662,98.1468634129536,134.069898387629,17.6407761036354,4498.39790642704,0.848794521157558,5940.39660627178
"CZE","PNG",2010,0.163742472140827,32912.2369003062,1213.33171856353,15555.5348533786,1391.81101319703,3111.10697067571,20467.8090176034,13918.1101319703,658.244738006124,866.665513259664,11.9657960410605,126.528273927003,172.839276148651,22.7420100195593,5799.21255498762,0.848794521157559,7658.19816238969
"CZE","PNG",2012,1.11045574217754,225826.117144232,7483.51890518141,99729.7748797783,8669.77801004612,18801.1968072274,152955.185853186,78858.2491207331,4516.52234288464,5345.37064655815,76.7152114459833,788.16163727692,1044.51093373486,169.95020650354,32857.6038003055,0.903127039513769,44798.8347787095
"DEU","FJI",2000,1523.7364576537,309047885.594116,8344901.42238913,118905097.155655,7834484.46611336,14226968.837506,290853222.719015,21871579.0175025,6180957.71188232,5960643.87313509,91465.4593505039,712225.86055576,790387.157639222,323170.247465573,9113157.92395937,1.37247500108998,23172008.2339878
"DEU","PNG",2003,45.763077554246,10754323.2252478,45763.077554246,2288153.8777123,228815.38777123,352375.697167694,8237353.95976428,951872.013128317,215086.464504956,32687.9125387471,1760.118367471,20801.3988882936,19576.4276204274,9152.6155108492,396613.338803465,1.10449582557879,695678.27623421
"DEU","PNG",2004,2.24551255763354,451348.024084343,16639.2480520645,213323.692975186,19086.8567398852,42664.7385950372,280689.069704193,190868.567398852,9026.96048168686,11885.1771800461,164.095148442451,1735.16879453501,2370.26325527985,311.87674411577,79528.5697495215,0.848794521157558,105022.111353628
"DEU","PNG",2005,50.2079699798032,10456041.9210884,302036.574644657,4275458.84447123,386610.821353962,825292.158746738,6918036.11545988,3523493.01331624,209120.838421768,215740.410460469,3288.8144957471,35146.4383049056,45849.5643748188,7686.70679495543,1468122.08888177,0.891953933694842,1984954.86173443
"DEU","PNG",2006,25.7698547694762,5305774.33006856,167193.598188916,2281327.13065395,206069.726572504,447739.629094649,3425109.60139664,1952456.71204879,106115.486601371,119423.998706368,1754.86702357997,18733.6115065912,24874.4238385916,3805.67733488516,813523.630020327,0.873407062363235,1088231.69503171
"DEU","PNG",2007,42.8396947852068,8807827.78605817,279437.069409768,3801139.55420581,342146.684089438,743590.373451661,5707583.52947743,3233134.68474109,176156.555721163,199597.906721263,2923.95350323524,31104.2440081308,41310.5763028701,6341.75947719715,1347139.45197545,0.875617634313198,1804574.44770931
"DEU","PNG",2008,37.5007851558925,7742692.38870452,236799.760606237,3268998.25133004,292811.683695153,630549.758886046,5115306.18526661,2697860.76413812,154853.84777409,169142.686147312,2514.61403948464,26619.2439722867,35030.5421603359,5683.67353918512,1124108.65172422,0.889229374001218,1517953.25935691
