"importer_iso3c","exporter_iso3c","year","total_weight_t","protein_sum","fattyacids_sum","calcium_sum","zinc_sum","iron_sum","vita_sum","vitb12_sum","protein_norm","fattyacids_norm","calcium_norm","zinc_norm","iron_norm","vita_norm","vitb12_norm","shannon_diversity","norm_sum"
"FRA","PNG",2008,0.211622203408309,42536.0628850701,1568.12052725557,20104.1093237894,1798.78872897063,4020.82186475787,26452.7754260386,17987.8872897063,850.721257701402,1120.08609089684,15.464699479838,163.526248088239,223.378992486548,29.3919726955984,7494.95303737763,0.848794521157558,9897.52229872609
"FRA","PNG",2009,70.3672659679306,15865453.9579131,198040.318068407,4391271.75741182,419026.282610654,770299.292518305,11416754.2709838,2744549.36043364,317309.079158261,141457.370048862,3377.90135185524,38093.2984191504,42794.4051399059,12685.2825233154,1143562.23351402,1.01361076624451,1699279.57015537
"FRA","PNG",2010,3.1156380720324,640730.900057579,19720.6201930931,270998.989519266,23725.2686007553,50764.9393585159,438023.806311515,210634.180894202,12814.6180011516,14086.1572807808,208.460761168666,2156.84260006867,2820.27440880644,486.693118123906,87764.2420392509,0.913157158473242,120337.288209351
"FRA","PNG",2011,0.756366298729995,152029.626044729,5604.67427358926,71854.7983793496,6429.11353920495,14370.9596758699,94545.7873412494,64291.1353920495,3040.59252089458,4003.33876684947,55.2729218302689,584.46486720045,798.386648659439,105.05087482361,26787.9730800206,0.848794521157559,35375.0796802784
"FRA","PNG",2012,7.00900599050521,1442265.69405526,43996.2563923607,606626.968123185,52875.4432829549,112747.891539433,994893.117416119,463557.71758435,28845.3138811052,31425.8974231148,466.636129325527,4806.85848026863,6263.77175219073,1105.43679712902,193149.048993479,0.920367437605806,266062.963456613
"FRA","PNG",2013,8.72205746491046,1789071.18349247,56531.673089192,763445.380603874,66900.9502987406,145958.748284348,1176165.42440237,609887.635136948,35781.4236698494,40379.76649228,587.265677387596,6081.90457261278,8108.81934913046,1306.85047155819,254119.847973728,0.903019400061684,346365.878206547
"FRA","PNG",2014,6.77252843034441,1382845.82433178,45175.3492155031,603316.493983919,52990.4167805903,115991.490147343,905748.103155804,491011.547129974,27656.9164866357,32268.1065825022,464.089610756861,4817.3106164173,6443.97167485237,1006.38678128423,204588.144637489,0.893479027250094,277244.926389938
"FRA","PNG",2015,4.84863706507658,998316.900004438,31020.434136001,425243.314301658,37907.6779107733,81771.9264995267,661589.494989767,349039.317283592,19966.3380000888,22157.4529542864,327.110241770506,3446.15253734303,4542.88480552926,735.099438877519,145433.048868163,0.89079766232551,196608.086846059
"FRA","PNG",2016,113.153035939664,24694035.5784938,464322.107495105,8040575.70737875,736903.112089451,1461472.36897552,17245925.8232161,5566111.7274113,493880.711569876,331658.648210789,6185.05823644519,66991.1920081319,81192.9093875288,19162.1398035735,2319213.21975471,0.975132605851654,3318283.87897105
"FRA","PNG",2017,18.8933080068603,3918245.43087435,116127.916377101,1615500.09035514,144398.506743776,312018.254306364,2558873.69827008,1317595.0483091,78364.9086174871,82948.5116979291,1242.69237719626,13127.1369767069,17334.3474614647,2843.19299807787,548997.93679546,0.896831049306639,744858.726924322
"FRA","PNG",2018,9.46703370786079,1938119.38402471,62741.3837206196,843508.739700988,74953.8015343311,163692.402640024,1260700.64049491,702721.351523475,38762.3876804941,44815.2740861569,648.852876693067,6813.98195766646,9094.02236889023,1400.77848943879,292800.563134781,0.883865574793695,394335.860594121
"FRA","PNG",2019,18.5587818411498,3764046.92786635,129786.486829514,1700205.78162299,150608.667120661,333288.976837862,2403406.45529918,1447758.83698023,75280.9385573271,92704.6334496532,1307.85060124845,13691.6970109692,18516.0542687701,2670.45161699909,603232.848741763,0.872544467827388,807404.47424673
"FRA","PNG",2020,15.3232128959428,3159798.99560218,98318.6088396513,1342761.32741631,120748.029158614,263321.723358318,2025951.58871892,1136340.22894916,63195.9799120435,70227.5777426081,1032.89332878178,10977.093559874,14628.9846310177,2251.05732079879,473475.095395481,0.879621605459478,635788.681890605
"FRA","SLB",2005,18.8123479286227,4420901.76322633,19116.1539802234,938280.426803437,93828.0426803437,146327.369915844,3351168.08273661,396952.303414381,88418.0352645267,13654.3957001596,721.754174464182,8529.82206184943,8129.29832865801,3723.52009192957,165396.793089325,1.10156389174219,288573.618710913
"FRA","SLB",2006,0.784191877450803,165228.013024878,4377.01161593759,64432.1973408561,5882.7174347897,12371.953438415,110326.91147987,52295.4386657741,3304.56026049755,3126.43686852685,49.5632287237355,534.792494071791,687.330746578609,122.585457199855,21789.7661107392,0.901066165570372,29615.0351663376
"FRA","SLB",2007,0.629795315843193,148001.89922315,629.795315843193,31489.7657921597,3148.97657921597,4849.42393199259,113363.156851775,13099.7425695384,2960.037984463,449.853797030852,24.2228967631998,286.270598110543,269.412440666255,125.959063168639,5458.226070641,1.1044958255788,9573.98285084349
"FRA","SLB",2008,20.7142230969638,4818692.39808054,30144.4414670105,1099501.18643494,108504.529534495,176629.406118768,3630130.58168565,526715.438744592,96373.8479616107,21531.7439050075,845.770143411489,9864.04813949953,9812.74478437602,4033.47842409516,219464.76614358,1.08383963752342,361926.39950158
"FRA","SLB",2009,18.2055926839817,4128941.23118078,46789.1079370358,1104730.78101794,106079.753114885,191874.176901724,2986646.64495594,668589.107759148,82578.8246236156,33420.791383597,849.792908475342,9643.61391953503,10659.6764945402,3318.49627217327,278578.794899645,1.02426691513589,419049.990501581
"FRA","SLB",2010,137.956130194975,28390361.844611,720034.495483263,10744338.9066941,752086.496557981,1397910.54504666,26245181.5193567,2966931.94523305,567807.23689222,514310.353916616,8264.87608207235,68371.4996870892,77661.6969470368,29161.3127992852,1236221.6438471,1.2870607267233,2501798.62017142
"FRA","SLB",2014,358.722429070976,77421891.2162413,1542333.7433715,25697695.2914598,2225838.4504875,4388381.5900762,56541017.1329281,15238342.1625533,1548437.82432483,1101666.95955107,19767.4579165076,202348.950044318,243798.977226456,62823.3523699201,6349309.23439723,1.03674195821357,9528152.75583033
"FRA","SLB",2015,205.348388274047,44556324.552835,857824.582060559,14515992.0897492,1278911.49436954,2541739.96183424,31705170.7921399,9017817.95671641,891126.4910567,612731.844328971,11166.1477613455,116264.681306322,141207.775657458,35227.9675468221,3757424.14863184,1.01999066347829,5565149.05628946
"FRA","SLB",2018,116.599350607706,23505317.3049142,841013.821485105,10862505.781674,958846.783325551,2133890.07389014,14939787.9019074,9313383.37298482,470106.346098283,600724.158203646,8355.77367821074,87167.8893932319,118549.448549452,16599.7643354526,3880576.40541034,0.868003079647366,5182079.78566862
"FRA","SLB",2019,48.6919936693443,9823662.77750744,348576.92547699,4515224.46624811,397298.610096508,881923.795055088,6297181.78807086,3825573.90544935,196473.255550149,248983.51819785,3473.24958942162,36118.0554633189,48995.7663919494,6996.86865341207,1593989.12727056,0.873145093191563,2135029.84111666
"FSM","AUS",2008,8.41973858586579,1723199.05978233,51484.7913667075,709588.496799668,57767.2150715909,120569.057280806,1291065.22725676,438157.997236,34463.9811956467,36774.8509762196,545.837305230514,5251.56500650826,6698.28096004478,1434.51691917417,182565.832181667,1.00769251557626,267734.864544491
"FSM","AUS",2009,11.8561731263757,2634893.57548155,105010.391637804,928806.323838194,71463.1410064634,169745.584431542,2432302.69559196,512629.777454577,52697.8715096311,75007.4225984317,714.466402952457,6496.64918240577,9430.31024619677,2702.55855065774,213595.740606074,1.13450480120037,360645.019096349
"FSM","AUS",2012,47.975568500508,10411771.9314767,282533.339685185,3498281.02687322,276084.699192689,595047.942410256,8519904.06016064,1757721.49901501,208235.438629535,201809.528346561,2690.9854052871,25098.6090175172,33058.219022792,9466.56006684516,732383.957922919,1.13542585283713,1212743.29841146
"FSM","AUS",2013,23.3261852386014,4817832.3950969,122818.696916887,2063014.45380859,162942.644297349,344752.434017233,6698387.70083438,1167846.4572158,96356.6479019379,87727.6406549196,1586.93419523738,14812.9676633954,19152.9130009574,7442.65300092709,486602.690506584,1.0278411779772,713682.446923959
"FSM","AUS",2014,1.79160140951018,365193.302847872,12317.7694083574,163476.725693625,14705.5246756266,32351.6020524443,232170.119556358,142691.204095658,7303.86605695743,8798.40672025529,125.751327456635,1336.86587960242,1797.31122513579,257.966799507064,59454.6683731907,0.862673774192192,79074.8363821053
"FSM","AUS",2015,0.601931786214144,120988.289029043,4460.31453584681,57183.5196903437,5116.42018282022,11436.7039380687,75241.4732767681,51164.2018282022,2419.76578058086,3185.93895417629,43.9873228387259,465.129107529111,635.372441003818,83.6016369741868,21318.4174284176,0.848794521157559,28152.2126715206
"FSM","BGR",2003,3.76513112742534,774828.840835393,41856.5891044497,427619.586520041,28715.5944418906,73979.7825656811,1457549.87185264,208091.513438757,15496.5768167079,29897.5636460355,328.938143476954,2610.50858562642,4109.98792031561,1619.49985761404,86704.7972661487,1.11310164420354,140767.872235925
"FSM","CHN",2002,24.2162313915756,5265749.63878242,114032.799569883,1632969.96842045,134920.126091334,355708.682211099,2696987.33765789,1206948.83713549,105314.992775648,81451.9996927736,1256.13074493881,12265.4660083031,19761.5934561722,2996.65259739765,502895.348806454,0.980516892248404,725942.184081688
"FSM","CHN",2003,77.8596388399922,16496843.547688,429904.712557373,6071631.07906105,534766.569931001,1230825.0661253,9738261.617712,4873721.58780518,329936.870953759,307074.794683838,4670.48544543158,48615.1427210001,68379.1703402946,10820.2906863467,2030717.32825216,0.920543376503842,2800214.08308283
"FSM","CHN",2004,45.1682087131895,9585754.26754123,235490.511786982,3727961.9902047,296637.196950142,668867.363219143,6428012.76935438,2452414.24697984,191715.085350825,168207.508419273,2867.66306938823,26967.0179045584,37159.2979566191,7142.23641039375,1021839.26957493,0.970647453578486,1455898.07868599
"FSM","CHN",2005,72.5423787145116,15594316.1295516,357311.628855656,5516503.5060078,476101.516566744,1099011.08897258,9235567.05092191,4216543.92087946,311886.322591031,255222.592039754,4243.46423539061,43281.9560515222,61056.1716095875,10261.741167691,1756893.30036644,0.93353323790334,2442845.54806142
"FSM","CHN",2006,53.8616463538241,11559424.8160383,273634.852597122,3989085.33327886,351535.90520964,847160.598516335,5775496.6741944,3293159.36011729,231188.496320765,195453.466140801,3068.52717944528,31957.8095645127,47064.477695352,6417.21852688267,1372149.73338221,0.914680553207925,1887299.72880997
"FSM","CHN",2007,23.1361197570245,5103269.40905213,97477.6170632708,1477763.3441252,135857.60902215,342772.34252611,2158551.40868504,1277948.93034233,102065.388181043,69626.8693309077,1136.74103394246,12350.6917292864,19042.9079181172,2398.39045409449,532478.720975971,0.923366074497941,739099.709623362
"FSM","CHN",2008,40.6219742916081,8735432.90835008,193529.255356837,2899116.89868967,246166.891609226,574046.200495252,4805703.50179772,2043432.92212653,174708.658167002,138235.182397741,2230.08992206898,22378.8083281114,31891.4555830696,5339.67055755302,851430.384219389,0.980102558248723,1226214.24917493
"FSM","CHN",2009,11.7501623589263,2426485.82935115,72868.14461547,976084.277830724,83281.049297772,188512.968793478,1489727.93308272,741095.652117739,48529.716587023,52048.6747253357,750.834059869787,7571.00448161563,10472.9427107488,1655.2532589808,308789.855049058,0.93366413110636,429818.280872631
"FSM","CHN",2011,0.929910493238814,195174.70550873,4983.66695201374,69687.4941467986,5615.42660794426,12704.2721465882,123083.772726396,42329.2000955162,3903.49411017461,3559.76210858124,53.6057647283066,510.493327994933,705.792897032678,136.759747473773,17637.1667064651,1.03512067576197,26507.0746624506
"FSM","CHN",2012,0.598914753031294,120947.784201647,3855.80186771069,49273.0665972616,3670.40873548284,8355.08275626864,83250.9161878878,26197.9276046127,2418.95568403294,2754.14419122192,37.9023589209704,333.673521407531,464.171264237147,92.501017986542,10915.8031685886,1.07415420263366,17017.1512063957
"FSM","CHN",2013,2.5828611574038,522199.428215232,17425.7026148343,223500.805202834,18152.5500129415,41197.0818848953,339531.574158442,155222.865544906,10443.9885643046,12446.9304391674,171.923696309873,1650.23181935832,2288.72677138307,377.257304620491,64676.193977044,0.963676398475712,92055.2525721877
"FSM","CHN",2014,1.20799089713782,257646.711261368,5297.66994743008,78891.2813277449,5656.68987183654,12720.6941926545,171110.860711613,26699.3023154629,5152.93422522736,3784.04996245006,60.6856010213422,514.244533803322,706.705232925249,190.123178568458,11124.7092981096,1.24859536995022,21533.4520321053
"FSM","CHN",2015,5.36562431655244,1161722.71756169,21518.9928045357,332924.752515037,24850.0074363435,57576.5368767137,711307.594092437,130348.83416532,23234.4543512338,15370.7091460969,256.095963473105,2259.09158512213,3198.69649315076,790.341771213819,54312.0142355502,1.20899842180819,99421.4035458407
"FSM","CHN",2016,2.33726221136772,502119.050463559,9911.15892307608,148364.333527977,10824.7253351079,25230.1776823952,311527.879875035,55625.0358013013,10042.3810092712,7079.39923076863,114.126410406136,984.065939555264,1401.67653791084,346.142088750039,23177.0982505422,1.22165254256866,43144.8894672043
"FSM","CHN",2017,1.8117237472151,381290.426364062,8532.50779130924,123559.902894455,8571.76439740419,18720.3568386041,272003.253158229,36410.1496103771,7625.80852728125,6094.64842236374,95.0460791495808,779.251308854926,1040.01982436689,302.225836842476,15170.8956709904,1.28288970878594,31107.8956698493
"FSM","CHN",2020,1.1172358792512,238423.108240342,4865.7329004636,72971.7853819142,5243.78931404757,11683.7989390122,160010.892054669,24440.1534545732,4768.46216480685,3475.52350033114,56.1321426014725,476.70811945887,649.099941056233,177.789880060743,10183.3972727388,1.25113204806204,19787.1130210541
"FSM","FJI",2016,0.135601482754948,25493.0787579302,1008.19702428304,12204.1334479453,678.00741377474,1288.21408617201,27120.2965509896,949.210379284636,509.861575158604,720.140731630743,9.38779495995792,61.6370376158855,71.5674492317783,30.1336628344329,395.504324701932,1.3968142177516,1798.23257613333
"FSM","IDN",2009,4.60797727307518,957519.155246202,26431.2771831815,568237.139165184,36911.6858737894,81034.8726146862,1602092.80945788,294908.246538017,19150.383104924,18879.4837022725,437.105491665527,3355.60780670813,4501.93736748257,1780.10312161986,122878.436057507,0.961617828840225,170983.05665218
"FSM","IDN",2016,3.06420121127064,624879.311893977,18850.9193182112,324933.395028507,24977.830555316,55923.2017234656,756029.268758856,224250.44288866,12497.5862378795,13464.9423701509,249.948765406544,2270.71186866509,3106.84454019253,840.032520843173,93437.6845369415,0.899206699247286,125867.750840079
"FSM","IDN",2018,4.20812944873371,857441.423039644,26567.2226832543,483024.679957544,35599.4514108181,79404.0142251359,941229.041595399,327747.397461167,17148.8284607929,18976.5876308959,371.557446121188,3236.31376461983,4411.33412361866,1045.81004621711,136561.415608819,0.877753762240522,181751.847081085
"FSM","JPN",2003,54.9078666775172,12253842.4053298,536278.238238383,5219948.65978445,331655.007689958,813850.619321934,33845128.3616062,2383774.74963207,245076.848106596,383055.884455988,4015.34512291111,30150.4552445417,45213.923295663,37605.6981795624,993239.479013364,1.19149022550632,1738357.63341863
"FSM","JPN",2004,39.2274775098799,8884531.46197253,400136.91027774,3696379.31484465,224226.073412849,557625.89806293,22893597.9571229,1513152.50181915,177690.629239451,285812.078769814,2843.36870372665,20384.1884920772,30979.2165590517,25437.3310634699,630480.209091312,1.22758800262527,1173627.0219189
"FSM","JPN",2005,37.6747868126689,8537144.02394421,375995.701343528,3562522.67920887,216224.369250121,531294.88358288,19451774.7369274,1446628.69555313,170742.880478884,268568.35810252,2740.4020609299,19656.7608409201,29516.3824212711,21613.0830410304,602761.956480469,1.22114949591118,1115599.82342603
"FSM","JPN",2006,52.5733055509405,11369465.370171,403990.288033277,5281102.4028142,364462.365029859,844711.784110092,18974843.1170087,2961406.52275294,227389.30740342,288564.491452341,4062.38646370323,33132.9422754417,46928.4324505607,21083.1590188986,1233919.38448039,1.04715112931907,1855080.10354476
"FSM","JPN",2007,31.3793112382036,6723739.44937393,244728.137413807,4288246.55277143,254856.150452054,573693.725895354,10436341.2153915,2231749.04368766,134474.788987479,174805.812438433,3298.65119443956,23168.7409501867,31871.873660853,11595.9346837683,929895.434869858,0.964373041292998,1309111.23678502
"FSM","JPN",2008,129.338032228203,27900222.4155849,966721.430207197,17560868.6917296,1038053.34719556,2331495.97399422,45468419.6984069,9116836.66012376,558004.448311698,690515.307290855,13508.3605320997,94368.486108687,129527.55411079,50520.4663315632,3798681.94171823,0.963510861341625,5335126.56440393
"FSM","JPN",2009,62.7652639325526,13495993.5421882,470819.959864367,8730897.89909192,513339.707892149,1152980.51127192,19466583.8168037,4556727.25972489,269919.870843765,336299.97133169,6716.07530699379,46667.2461720135,64054.4728484401,21629.5375742263,1898636.35821871,0.948913379668235,2643923.53229583
"FSM","KOR",2000,23.4953879614807,4728033.84662681,173352.478485632,2229236.47450873,198076.946291099,442408.412001633,3101091.37296395,1962036.00118936,94560.6769325362,123823.198918308,1714.79728808364,18006.9951173726,24578.2451112018,3445.65708107105,817515.000495568,0.855743719791209,1083644.57094414
"FSM","KOR",2001,0.869251706641564,174719.593034954,6441.15514621399,82578.9121309486,7388.63950645329,16515.7824261897,108656.463330196,73886.3950645329,3494.39186069908,4600.82510443856,63.5222401007297,671.694500586663,917.54346812165,120.729403700218,30785.9979435554,0.848794521157559,40654.7045212023
"FSM","KOR",2002,0.946082953441055,190162.673641652,7010.47468499822,89877.8805769002,8041.70510424897,17975.57611538,118260.369180132,80417.0510424897,3803.25347283304,5007.48191785587,69.1368312130002,731.06410038627,998.643117521111,131.400410200147,33507.1046010374,0.848794521157559,44248.0844510468
"FSM","KOR",2003,5.96942820173172,1199855.06854808,44233.462974832,567095.679164513,50740.1397147196,113419.135832903,746178.525216465,507401.397147196,23997.1013709616,31595.3306963086,436.227445511164,4612.73997406542,6301.06310182794,829.087250240517,211417.248811332,0.848794521157559,279188.798650247
"FSM","KOR",2004,2.73083939469982,548898.718334664,20235.5199147257,259429.742496483,23212.1348549485,51885.9484992966,341354.924337477,232121.348549485,10977.9743666933,14453.9427962326,199.56134038191,2110.19407772259,2882.55269440537,379.283249263863,96717.2285622854,0.848794521157559,127720.737086985
"FSM","KOR",2005,5.01115651276686,1010899.18644663,36443.2690975748,471220.082473968,42218.4025399385,93996.6496425841,632309.858387826,419043.541884377,20217.9837289326,26030.9064982677,362.476986518437,3838.03659453987,5222.03609125467,702.566509319807,174601.475785157,0.852267080562752,230975.48219399
"FSM","KOR",2006,3.22594705272278,682838.823046371,19930.1917274247,275085.453555141,23876.9579166196,51064.6152403188,526894.104326896,210748.90227145,13656.7764609274,14235.8512338748,211.604195042416,2170.63253787451,2836.9230689066,585.437893696551,87812.0426131042,0.927991650617532,121509.268003426
"FSM","KOR",2007,0.154219868501232,30998.1935687476,1142.76922559413,14650.887507617,1310.86888226047,2930.17750152341,19277.483562654,13108.6888226047,619.963871374952,816.263732567236,11.2699134673977,119.169898387315,162.787638973523,21.4194261807267,5461.95367608529,0.848794521157559,7212.82815703644
"FSM","KOR",2009,8.99370640058073,2033102.09822068,40488.2971624401,511579.798279643,46618.5043264727,138607.884726747,629312.317087001,486281.98419738,40662.0419644136,28920.2122588858,393.522921753571,4238.04584786115,7700.43804037481,699.235907874446,202617.493415575,0.936574296518877,285230.990356738
"FSM","NZL",2006,6.85115045108284,1548878.70255517,22068.2666369879,395094.7897414,37711.1950491605,90957.3377708023,708518.823768751,326646.690203309,30977.5740511033,15763.0475978485,303.919069031846,3428.29045901459,5053.18543171124,787.243137520834,136102.787584712,0.943948602213576,192416.047330943
"FSM","NZL",2018,0.110843950965128,26048.3284768051,254.941087219794,4433.75803860512,443.375803860512,1551.81531351179,3325.31852895384,4987.97779343076,520.966569536102,182.100776585567,3.41058310661932,40.3068912600465,86.2119618617661,3.69479836550427,2078.32408059615,0.901862935248393,2915.01566131176
"FSM","PER",2001,0.516425563517554,119790.679846531,4596.67727176241,40468.33559009,2895.9933336066,6518.78751883773,109696.095620831,13273.5002170504,2395.81359693062,3283.34090840172,31.1294889154538,263.272121236964,362.154862157652,121.884550689812,5530.62509043766,1.28507912351316,11988.2206187699
"FSM","PHL",2001,0.738244760225777,148387.196805381,5125.37363205698,121317.5440502,7602.08062044229,16680.6507613361,79010.5934429902,77537.3778141637,2967.74393610762,3660.98116575499,93.3211877309234,691.098238222026,926.70282007423,87.7895482699891,32307.2407559015,0.773589390991019,40734.8776520613
"FSM","PHL",2002,0.111886967109707,22489.2803890511,727.265286213095,25734.0024352326,1342.64360531648,2909.06114485238,10069.8270398736,13873.9839216037,449.785607781022,519.475204437925,19.7953864886405,122.058509574225,161.614508047354,11.1886967109707,5780.82663400154,0.714597337871267,7064.74454704168
"FSM","PHL",2004,1.61057074366588,323724.719476843,10349.835265702,279357.07829864,16704.2208724369,36519.2860060994,254121.161477244,165163.943230445,6474.49438953685,7392.73947550143,214.890060229723,1518.5655338579,2028.84922256108,282.356846085827,68818.3096793522,0.779338656515716,86730.205207125
"FSM","PHL",2005,1.30023454193919,261347.142929777,7922.01826742493,201965.054757269,12663.2775496182,27748.816763951,280428.457522248,119873.443646864,5226.94285859555,5658.58447673209,155.357734428669,1151.20704996529,1541.60093133061,311.58717502472,49947.2681861933,0.815085906287496,63992.5484122703
"FSM","PHL",2006,3.22360522384506,647944.649992856,19779.0670467927,495932.366672305,31309.1162002466,68639.5964302036,684102.441325731,297005.422078216,12958.8929998571,14127.9050334234,381.486435901773,2846.28329093151,3813.31091278909,760.113823695257,123752.259199257,0.81557936235116,158640.251695855
"FSM","PHL",2007,2.32691865552868,467710.649761265,14346.2863293204,354193.448983781,22517.3662256423,49387.721839725,489716.893212495,213783.662121037,9354.21299522529,10247.347378086,272.456499218293,2047.03329324021,2743.76232442917,544.129881347217,89076.5258837654,0.816772154879902,114285.468255312
"FSM","PHL",2008,3.43907634774851,691254.34589745,22826.3355071304,475608.430300301,32502.459348084,71634.1816495563,584346.525612014,316749.96100424,13825.086917949,16304.525362236,365.852638692539,2954.769031644,3979.67675830868,649.273917346682,131979.150418433,0.818320677325869,170058.33504461
"FSM","PHL",2009,5.10725856416951,1047782.27616752,30152.3636052961,672869.700069854,46022.9376639835,99239.5954338656,877957.453090263,431234.626871206,20955.6455233504,21537.4025752115,517.59207697681,4183.9034239985,5513.31085743698,975.508281211403,179681.094529669,0.834658419516913,233364.457267855
"FSM","PHL",2017,91.1434018565817,19048650.3807858,495036.484587298,10727995.1440825,769946.971646049,1629264.84591395,14407146.3476151,6999120.32115608,380973.007615717,353597.488990927,8252.3039569865,69995.1792405499,90514.713661886,16007.940386239,2916300.13381503,0.855041552120703,3835640.76766734
"FSM","PHL",2018,4.60539672062297,955638.181474635,24522.1238430752,636072.130668851,41399.2481307589,87867.1777298146,836880.304072114,377287.5917534,19112.7636294927,17515.8027450537,489.286254360654,3763.56801188717,4881.50987387859,929.867004524571,157203.163230583,0.835371431905729,203895.960749781
"FSM","SEN",2004,0.166183502401387,33402.8839826788,425.429766147551,15787.4327281318,997.101014408322,2138.78167590585,126964.19583466,1621.95098343754,668.057679653576,303.878404391108,12.1441790216398,90.6455467643929,118.821204216992,141.071328705178,675.812909765642,1.54236216796528,2010.43125251853
"FSM","THA",2000,127.172462787721,26818511.3422605,771529.58558931,12362495.6883755,929040.222277134,2016186.55444934,34700430.194923,7442505.42602583,536370.226845209,551092.561135221,9509.61206798112,84458.202025194,112010.364136074,38556.0335499145,3101043.92751076,0.987548155967008,4433040.92727036
"FSM","THA",2001,219.941650769329,46951013.9850393,1243455.86143194,20278330.3209886,1546072.82017101,3300054.81614807,56132109.5803428,12015242.0930292,939020.279700787,888182.75816567,15598.7156315297,140552.074561001,183336.378674893,62369.0106448253,5006350.87209551,1.00121167321913,7235410.08947422
"FSM","THA",2002,330.9253611068,69454236.9719551,2059005.76872592,31446194.0337055,2419992.48176618,5258894.07887071,80491198.1047195,19801327.5701089,1389084.7394391,1470718.4062328,24189.3800259273,219999.316524198,292160.782159484,89434.6645607994,8250553.15421203,0.976981635092803,11736140.4431543
"FSM","THA",2003,477.436063978197,99029311.9501182,3167633.56390755,44293341.4906491,3677597.62871,8067340.7812923,91969833.0382642,32937351.3761026,1980586.23900236,2262595.4027911,34071.8011466532,334327.057155455,448185.598960683,102188.703375849,13723896.4067094,0.922537378860803,18885851.2091415
"FSM","THA",2004,424.976972504235,89187380.3179121,2637806.75338511,38183130.0304558,3124836.49166472,6745722.64222129,87596307.4515312,26443444.3684336,1783747.60635824,1884147.68098937,29371.638484966,284076.044696793,374762.369012294,97329.2305017013,11018101.8201807,0.954529610732283,15471536.390224
"FSM","THA",2005,383.470471724489,79796575.0159485,2441052.7545573,34986900.3653198,2903588.20765884,6302126.00018841,74143063.6224995,25385890.8161536,1595931.50031897,1743609.11039807,26913.0002810152,263962.564332622,350118.111121578,82381.1818027773,10577454.5067307,0.932274592442927,14640369.9749857
"FSM","THA",2006,98.2924382058676,20310360.6787882,654394.267804285,9185184.26889434,761644.967723705,1674347.31780724,18614108.4174729,6850284.55963803,406207.213575764,467424.47700306,7065.52636068795,69240.4516112459,93019.2954337358,20682.342686081,2854285.23318251,0.918592153309003,3917924.53985309
"FSM","THA",2007,69.2526528057677,14299133.1038001,460778.828653358,6406397.52753985,535475.846809068,1172012.88984483,12642755.98608,4806936.73692579,285982.662076001,329127.734752399,4927.99809810757,48679.622437188,65111.8272136017,14047.5066512,2002890.30705241,0.918694278545584,2750767.65828091
"FSM","THA",2008,133.08901056908,27450486.8699179,844482.843096037,11815376.6690968,1035519.45871205,2252400.70284735,20504703.388141,9478493.34664652,549009.737398358,603202.030782884,9088.75128392065,94138.1326101861,125133.372380409,22783.0037646011,3949372.22776939,0.896854028265198,5352727.25598974
"FSM","THA",2009,152.501786844747,31222192.4630198,1013820.41634816,13854564.8009151,1205276.50153784,2637507.77784619,23479361.0600068,11153831.8587479,624443.849260395,724157.440248686,10657.3575391654,109570.591048895,146528.209880344,26088.1789555632,4647429.94114497,0.893473648522391,6288875.56807802
"FSM","THA",2010,167.341891609503,34207393.9916072,1118674.52768004,15282642.3330513,1335969.16250049,2923804.5484022,25448519.548864,12466734.9244105,684147.879832144,799053.234057169,11755.8787177318,121451.742045499,162433.586022344,28276.1328320711,5194472.88517105,0.887075709091095,7001591.33867801
"FSM","THA",2011,189.553652696882,38747453.2847757,1266441.59664902,17290001.9055766,1512855.91166388,3313152.02628116,28878387.2726445,14124052.3880106,774949.065695514,904601.140463589,13300.0014658282,137532.355605807,184064.001460064,32087.096969605,5885021.82833775,0.886943655316074,7931555.48999816
"FSM","THA",2012,212.146684575057,43765815.2566426,1343361.17024756,18882870.1407405,1640758.66751809,3544464.32720348,33309101.3975849,14800149.253942,875316.305132853,959543.693033969,14525.2847236465,149159.878865281,196914.684844638,37010.1126639832,6166728.85580918,0.904822503107626,8399198.81507355
"FSM","THA",2013,154.420710790267,31689866.6544535,1000785.66969206,14063418.969298,1211874.91551213,2629269.0408079,24075453.504196,11041858.7875726,633797.33308907,714846.9069229,10818.0145917677,110170.446864739,146070.502267106,26750.5038935511,4600774.49482191,0.898808630435813,6243228.20245105
"FSM","THA",2014,192.889760627609,39626519.6834009,1249431.59015254,17374292.428388,1507907.94170314,3275809.52464393,30179624.6170648,13747469.5210324,792530.393668018,892451.135823245,13364.8403295292,137082.540154831,181989.418035774,33532.9162411831,5728112.30043018,0.899891951957666,7779063.54468276
"FSM","THA",2015,230.19281344229,47396039.2534103,1455606.57218381,20494292.3020644,1794396.63315892,3908432.24569316,36403403.8901087,16404278.7594349,947920.785068206,1039718.98013129,15764.8402323573,163126.966650811,217135.124760731,40448.2265445652,6835116.14976456,0.89669633179758,9259231.07315252
"FSM","THA",2016,210.61801718029,43472889.6573235,1334506.35788113,18658130.0509011,1640405.1784495,3553943.33791336,32232596.8779145,14996050.2198785,869457.79314647,953218.827057953,14352.4077314624,149127.743495409,197441.296550742,35813.9965310161,6248354.25828272,0.896573245714099,8467766.32279577
